;importance;stddev;p_value;n;p99_high;p99_low
V18 numFix AU15_r hrMean V17;0.19251835576478155;0.01661628881076626;6.5936729262843705e-06;5;0.22673152408766697;0.15830518744189612
AU17_r AU09_r AU01_r V2 V40;0.1925077959337519;0.032320853819802875;9.186929287076885e-05;5;0.25905688067039934;0.12595871119710447
V18 AU15_r AU01_r V1 V2;0.1924689748862211;0.012972648872899633;2.4616534428494774e-06;5;0.21917983821658335;0.16575811155585887
numFix tempSD AU15_r AU01_r V2;0.19241425585156796;0.027939536868915635;5.187970367356989e-05;5;0.24994214843010293;0.134886363273033
V18 AU17_r AU09_r bvpMean V5;0.19239171507983446;0.021917333901976293;1.9865928439118277e-05;5;0.2375198085137508;0.14726362164591814
numFix AU09_r AU15_r hrMean bvpSD;0.19237188951761527;0.040214530975508055;0.00021639953162949955;5;0.2751741646200723;0.10956961441515821
V18 AU17_r AU09_r bvpMean V17;0.19237143237236382;0.02276520816368005;2.3101454180573933e-05;5;0.23924531062999585;0.14549755411473178
numFix AU15_r AU01_r meanFixDur V16;0.19232943049628703;0.03055141194431656;7.390118876244381e-05;5;0.2552352099550224;0.12942365103755166
V18 AU17_r AU09_r V1 V5;0.19231902568826761;0.02359108728227162;2.6633043915629204e-05;5;0.24089340046594215;0.14374465091059307
V18 numFix AU15_r V2 V40;0.19229073747744369;0.017301577655490785;7.780673737574594e-06;5;0.2279149250033153;0.15666654995157206
V18 AU15_r AU01_r V2 hrMean;0.19227359511066955;0.01615753165645776;5.928223825755058e-06;5;0.22554217611213606;0.15900501410920304
AU17_r AU15_r AU01_r bvpMean V16;0.1922499382620399;0.014117663104348541;3.464587252727923e-06;5;0.22131840172073394;0.16318147480334586
AU17_r tempSD AU09_r AU01_r bvpSD;0.19224805741328105;0.033211762843968276;0.00010275766526911317;5;0.2606315361443563;0.12386457868220578
V18 AU17_r AU09_r V1 V30;0.19221906246826878;0.022069356647263675;2.049081241573106e-05;5;0.23766017283590946;0.1467779521006281
numFix AU17_r AU09_r bvpMean V40;0.1921844030234382;0.037532094851321814;0.00016601668691406597;5;0.26946350507098854;0.11490530097588787
numFix AU09_r AU15_r bvpMean;0.19218183034639444;0.03943254469409152;0.0002012600515403998;5;0.27337398488721587;0.11098967580557303
numFix AU17_r AU09_r V5 V17;0.19216681773785538;0.03883598849972181;0.00018972189193443368;5;0.2721306548291867;0.11220298064652405
V18 AU15_r AU01_r V16;0.1921615792887758;0.010064200850188998;8.995918234117041e-07;5;0.2128839079413532;0.17143925063619841
V18 AU17_r AU04_r bvpMean V2;0.19212849131861484;0.009751899542484104;7.93744405859194e-07;5;0.21220778726216508;0.1720491953750646
V18 numFix AU01_r V30 V40;0.1921102360023868;0.02561908154754913;3.706850686793392e-05;5;0.24486027900212726;0.13936019300264635
numFix tempSD AU09_r V1 V2;0.19206070422584381;0.029612142187971834;6.571508606833146e-05;5;0.2530325142741777;0.13108889417750988
numFix AU17_r AU09_r V30 meanFixDur;0.1920566194805496;0.039416681226140865;0.0002014554319887709;5;0.2732161109216042;0.11089712803949504
numFix AU17_r AU15_r bvpMean V1;0.19199775852957093;0.022027692481200782;2.043096267026199e-05;5;0.23735308180342812;0.14664243525571374
V18 numFix AU15_r bvpMean hrMean;0.19199396938399813;0.015477131607320845;5.0238791846787006e-06;5;0.22386159728016367;0.16012634148783259
V18 AU17_r AU04_r V2 V5;0.19196994291030678;0.013659137630596951;3.0550302311249277e-06;5;0.22009429608105077;0.16384558973956279
AU17_r tempSD AU09_r AU01_r meanFixDur;0.19195726317358172;0.03263710503544098;9.652793222550464e-05;5;0.2591575135342843;0.12475701281287913
numFix AU17_r AU15_r infoProcess V17;0.19193610668735686;0.024268219158284463;3.002652619758826e-05;5;0.24190470535669897;0.14196750801801475
V18 numFix tempSD AU15_r V40;0.19191809505171684;0.022343246023488136;2.165183271550365e-05;5;0.23792314743055715;0.14591304267287653
V18 numFix AU15_r V30 V16;0.19184254693995653;0.014221824405939854;3.5978838062993552e-06;5;0.22112547995828927;0.1625596139216238
AU09_r AU15_r AU01_r infoProcess;0.1918265686508736;0.040165172344356515;0.0002177585612489726;5;0.2745272136495809;0.10912592365216635
AU17_r AU15_r AU04_r AU01_r;0.19180165109770916;0.014235748145423128;3.6150130322504113e-06;5;0.2211132532880845;0.16249004890733382
V18 AU09_r AU15_r V2 meanFixDur;0.19176087756256896;0.02215686650424723;2.1012762386242737e-05;5;0.23738217193525354;0.14613958318988438
numFix AU09_r AU15_r hrMean;0.19173307151498536;0.042326056273297434;0.0002673740462601234;5;0.2788830063899718;0.10458313663999891
numFix AU17_r AU15_r V1 V5;0.19172726476817425;0.02710440919083641;4.66788932408251e-05;5;0.24753561791485293;0.13591891162149558
V18 tempSD AU15_r AU04_r bvpMean;0.19172178947176277;0.0293566183875305;6.395336051044672e-05;5;0.25216747248327376;0.13127610646025178
numFix AU17_r AU01_r V30 hrMean;0.19171874319102697;0.023900159835156278;2.8390976219579574e-05;5;0.2409295026269277;0.14250798375512624
numFix AU17_r AU15_r V1 V17;0.1917118280510425;0.022842234445592486;2.3733608761840208e-05;5;0.23874430448774858;0.14467935161433643
AU17_r tempSD AU15_r AU04_r V1;0.19169686731488178;0.027367915997836972;4.852625465898209e-05;5;0.24804778461922572;0.13534595001053784
V18 AU17_r AU01_r hrMean;0.19166790975497724;0.012073861748938826;1.8796374048683268e-06;5;0.216528157974546;0.1668076615354085
V18 AU17_r AU09_r V1 V17;0.19165978438405376;0.022488279524411188;2.2333245816047826e-05;5;0.23796346274587066;0.14535610602223686
V18 AU15_r AU01_r bvpMean V5;0.1916328379144087;0.014110252370739285;3.501932004828437e-06;5;0.22068604257017405;0.16257963325864333
V18 AU15_r AU04_r V2 V16;0.19157513475156282;0.0070938720010119884;2.2519799142451025e-07;5;0.20618151524937717;0.17696875425374847
V18 AU17_r AU04_r V16;0.1914872729816079;0.012613483902011018;2.246225977416048e-06;5;0.21745861067272304;0.16551593529049274
tempSD AU09_r AU15_r AU01_r hrMean;0.19145795555709821;0.028099021712024493;5.411050273033242e-05;5;0.2493142296319091;0.13360168148228732
AU17_r AU09_r AU01_r infoProcess hrMean;0.19144764699118097;0.03419764211668692;0.00011714175806164558;5;0.26186106477108356;0.12103422921127839
V18 numFix AU15_r infoProcess V40;0.19143423210107355;0.016325656437357363;6.286164831855374e-06;5;0.22504898435014375;0.15781947985200334
V18 AU17_r AU04_r bvpMean V5;0.19124648438423414;0.011138730423893087;1.3746382656462124e-06;5;0.21418128428064526;0.16831168448782302
V18 AU17_r AU15_r V30 bvpSD;0.19123655905237014;0.01679997282255274;7.074181048108258e-06;5;0.22582793529430678;0.1566451828104335
numFix AU17_r AU15_r infoProcess V5;0.19121317016080944;0.028200029028290788;5.515913236920278e-05;5;0.2492774196958821;0.13314892062573677
numFix AU15_r AU01_r infoProcess meanFixDur;0.19118989420125024;0.03524690948568348;0.00013254921499427987;5;0.26376376799633294;0.11861602040616752
AU17_r tempSD AU09_r AU01_r V40;0.1911760239490434;0.03095401834968726;7.96682980187441e-05;5;0.2549107755610489;0.1274412723370379
V18 AU17_r AU01_r V30 bvpSD;0.19111710292943251;0.011973922984881358;1.8393285018440828e-06;5;0.21577157585250642;0.1664626300063586
numFix AU09_r V1 V2 V16;0.19108668960632008;0.037559088866624395;0.00017024450492772393;5;0.26842137270447536;0.11375200650816479
V18 AU17_r AU09_r V2 V40;0.19107020060023336;0.02296778268383045;2.4579021006177696e-05;5;0.23836118259473246;0.14377921860573425
numFix AU17_r AU09_r meanFixDur V17;0.19104149104867313;0.04063341533828086;0.00023144702635162338;5;0.27470625484367656;0.1073767272536697
tempSD AU09_r AU15_r AU01_r V17;0.19102423120808423;0.031260195157428006;8.306997424705987e-05;5;0.2553894050990412;0.12665905731712732
AU09_r AU15_r AU01_r V5 hrMean;0.19102057908966016;0.03635871041174565;0.0001501763998959216;5;0.26588366635822674;0.1161574918210936
V18 numFix tempSD AU15_r V30;0.19101622700007667;0.02658114363429082;4.385953673317349e-05;5;0.2457471691335294;0.13628528486662395
numFix AU17_r AU01_r V40 bvpSD;0.191009200960228;0.02105660326882237;1.743865037395212e-05;5;0.2343650381239188;0.1476533637965372
V18 AU17_r AU04_r V2 hrMean;0.19097800749520918;0.014735047427731685;4.219049924454047e-06;5;0.2213176738089073;0.16063834118151107
V18 AU17_r AU09_r infoProcess V30;0.19096803264830933;0.02536422017955392;3.6481938419289804e-05;5;0.2431933125687892;0.13874275272782946
numFix AU17_r AU09_r hrMean bvpSD;0.19096626450280094;0.036841267886056066;0.00015828616421445694;5;0.26682294428062575;0.11510958472497614
numFix AU17_r AU15_r V1 meanFixDur;0.19096110938121913;0.02613825401252618;4.108999336653659e-05;5;0.24478013566207338;0.13714208310036488
V18 AU09_r AU15_r infoProcess meanFixDur;0.1909557021954133;0.021678029387770404;1.9593129989948398e-05;5;0.2355910643270398;0.1463203400637868
V18 AU17_r AU09_r bvpMean hrMean;0.19093959595151297;0.015879092678682257;5.687294894831603e-06;5;0.2236348672493041;0.15824432465372185
numFix AU17_r AU01_r bvpMean;0.1909347310767125;0.01930955966576231;1.2383165718849792e-05;5;0.23069338131499395;0.15117608083843104
numFix AU17_r AU09_r V30 V5;0.19093200744542627;0.03913240620311636;0.0002003879377172419;5;0.271506172684975;0.11035784220587751
V18 AU09_r AU15_r bvpMean V30;0.19090499964694835;0.017327520527345912;8.05568088638399e-06;5;0.22658260390453827;0.15522739538935842
tempSD AU09_r AU15_r AU01_r V5;0.19084457465420654;0.02872797578064761;5.979619075576469e-05;5;0.24999587384938146;0.13169327545903162
numFix AU15_r AU01_r V16 V40;0.19082990544777617;0.032655654698249006;9.900557421135116e-05;5;0.2580683498205841;0.12359146107496828
V18 AU17_r AU15_r V30 meanFixDur;0.19082833559154;0.018095288244497982;9.5870040778449e-06;5;0.2280867841904236;0.1535698869926564
AU17_r tempSD AU09_r AU01_r hrMean;0.19082683374569237;0.026154049520501692;4.130279814413848e-05;5;0.2446783831957853;0.13697528429559944
AU17_r AU15_r AU01_r infoProcess V16;0.19081833360099604;0.01760434962697869;8.595441898479195e-06;5;0.2270659328009146;0.15457073440107746
V18 AU09_r AU15_r bvpMean hrMean;0.19081438988687988;0.016202336141268918;6.1785107309018885e-06;5;0.22417522394183637;0.1574535558319234
V18 AU17_r AU04_r bvpMean V17;0.19079879295988109;0.010257806757326828;9.986767674572171e-07;5;0.21191975885117328;0.1696778270685889
AU17_r tempSD AU09_r AU01_r V5;0.19075839095525726;0.03055423813619292;7.635206003685522e-05;5;0.25366998958212816;0.12784679232838633
numFix AU09_r AU04_r V1 V2;0.19073752538924937;0.042519714683819564;0.0002776874766430488;5;0.27828620560814454;0.10318884517035418
V18 AU17_r tempSD V2 V16;0.19069013769246612;0.030652616426817842;7.743233113639433e-05;5;0.25380429857946624;0.127575976805466
V18 AU17_r AU04_r bvpMean V1;0.19063466648267163;0.008508001991193292;4.748227905343897e-07;5;0.20815276017562287;0.1731165727897204
AU17_r tempSD AU15_r AU01_r bvpMean;0.19062902558079872;0.029812038968341056;6.949616358230707e-05;5;0.25201242586278;0.12924562529881745
AU17_r tempSD AU09_r AU01_r V17;0.19057111733382992;0.03283316801371839;0.00010167362641472086;5;0.25817506407668406;0.1229671705909758
AU17_r AU15_r AU01_r V5 V16;0.1905692552083114;0.01688075362377328;7.3115124787462775e-06;5;0.22532696023647045;0.15581155018015233
V18 AU17_r AU09_r V2 V30;0.19056075310299242;0.02357777229423715;2.75578566629879e-05;5;0.2391077121362713;0.14201379406971354
V18 tempSD AU15_r AU01_r V17;0.19052673048097285;0.022384627798239482;2.244946863930607e-05;5;0.2366169885059831;0.1444364724559626
numFix AU09_r AU15_r meanFixDur bvpSD;0.19052035367422995;0.0379068669350252;0.0001785273955347039;5;0.26857111662202626;0.11246959072643367
AU17_r tempSD AU15_r AU01_r V2;0.19050290071498693;0.024591059210591053;3.259088042960121e-05;5;0.24113623151415203;0.13986956991582183
V18 numFix AU15_r V5 hrMean;0.19046503292558875;0.01719870714470318;7.892172655283178e-06;5;0.22587740864792713;0.15505265720325037
AU17_r tempSD AU15_r AU04_r V2;0.19046391760004344;0.025389205704723826;3.700894945147747e-05;5;0.2427406430621848;0.1381871921379021
V18 AU17_r AU09_r bvpMean V30;0.1904479379557163;0.018660149785073018;1.0919379304561943e-05;5;0.22886944427386008;0.1520264316375725
V18 AU17_r AU01_r infoProcess;0.19044418830360987;0.011323026871907421;1.4925067189386325e-06;5;0.2137584571337301;0.16712991947348965
AU17_r AU09_r AU01_r V2 bvpSD;0.190435191154428;0.027880108254035214;5.3587041520694774e-05;5;0.24784071939353342;0.1330296629153226
AU17_r AU09_r AU01_r bvpMean V5;0.19041448680668663;0.02447600144251196;3.2050561146084304e-05;5;0.24081091207110952;0.14001806154226373
V18 AU17_r AU04_r V30 V16;0.19040946555374233;0.011493750390609528;1.5855033341301573e-06;5;0.21407525646852;0.16674367463896467
V18 AU17_r AU04_r V1 hrMean;0.1903978398582929;0.011511294124068806;1.595570874451252e-06;5;0.21409975356274338;0.1666959261538424
tempSD AU09_r AU01_r infoProcess V30;0.19039226359572184;0.031398523107109035;8.56316264611269e-05;5;0.25504225664696745;0.12574227054447623
numFix AU17_r AU09_r V5 meanFixDur;0.19037443181463928;0.03992985305192151;0.00021922159183293443;5;0.2725905511377646;0.10815831249151397
numFix AU17_r AU15_r V2 V40;0.19034152112394648;0.025908125082901995;4.019187605517532e-05;5;0.2436867087579847;0.13699633348990825
numFix AU17_r AU01_r meanFixDur V40;0.1903238924624377;0.024502683808613552;3.224968340449548e-05;5;0.24077525708745326;0.13987252783742213
V18 AU17_r tempSD V16 V17;0.19030797550257236;0.03234632635867926;9.640666745344623e-05;5;0.25690950854883415;0.12370644245631057
V18 numFix AU15_r V1 meanFixDur;0.19030090982856906;0.014630639865090167;4.159643454547518e-06;5;0.22042559952772242;0.1601762201294157
V18 numFix AU17_r V30 V40;0.19029663356712506;0.01791307112943544;9.311580161272421e-06;5;0.2271798946075867;0.15341337252666343
AU17_r tempSD AU15_r AU04_r infoProcess;0.19029382030296144;0.028107361360059806;5.549247095018661e-05;5;0.24816726582834323;0.13242037477757965
numFix AU09_r AU15_r meanFixDur;0.1902594065726047;0.04080368573011362;0.00023901176054303487;5;0.2742747594577787;0.10624405368743071
AU17_r AU09_r AU01_r infoProcess V5;0.19021185772227983;0.03341404591228471;0.0001097200380068842;5;0.2590118400868678;0.12141187535769189
V18 numFix AU15_r V2 bvpSD;0.1902053828604827;0.015682226203431685;5.495342518890771e-06;5;0.22249530336474901;0.15791546235621637
AU09_r AU15_r AU01_r V1 meanFixDur;0.19019847417743677;0.039296938710181056;0.00020675924623175384;5;0.2711114141231126;0.10928553423176089
V18 AU17_r AU04_r bvpMean hrMean;0.19019506202793293;0.009400527847522084;7.138056742163011e-07;5;0.20955087879508344;0.17083924526078242
V18 AU17_r AU09_r bvpMean V40;0.19014965178360538;0.020009421215537036;1.44994712421653e-05;5;0.23134932662598756;0.1489499769412232
numFix AU15_r AU01_r infoProcess hrMean;0.1901476465630328;0.040519085529054456;0.00023313573340361476;5;0.27357700370063315;0.10671828942543243
AU17_r AU15_r AU01_r V16 V17;0.19014036447675103;0.01469725867027907;4.249887554853855e-06;5;0.22040222321655809;0.15987850573694398
AU17_r AU09_r AU01_r V1 hrMean;0.19012134053035334;0.030757578518743806;7.940740472146783e-05;5;0.2534516198153593;0.1267910612453474
numFix AU09_r AU15_r V17 bvpSD;0.19009978300574953;0.039983770371022055;0.00022161411401625818;5;0.2724269188341194;0.10777264717737965
V18 AU17_r AU09_r bvpMean bvpSD;0.1900868710329075;0.021934049280478096;2.0901481077074056e-05;5;0.23524938166219012;0.14492436040362489
numFix AU09_r AU15_r V30 bvpSD;0.19006125141382568;0.03970722188897339;0.00021588591994199047;5;0.27181897009535116;0.10830353273230023
V18 AU09_r AU15_r V5 V17;0.1900608778965843;0.02162195635089595;1.9757544014520827e-05;5;0.23458078487027456;0.14554097092289403
numFix AU15_r AU01_r V2 meanFixDur;0.19004363187002665;0.035307593232920605;0.0001366195862070415;5;0.2627424543394091;0.11734480940064416
V18 tempSD AU15_r AU04_r V2;0.19003461718991274;0.024081382804882454;3.029243268467487e-05;5;0.2396185172252473;0.1404507171545782
V18 AU17_r AU04_r V2 V17;0.19003400387057054;0.010263406172995355;1.0170325879694835e-06;5;0.21116649903611637;0.1689015087050247
V18 tempSD AU15_r AU01_r V1;0.1900285722947273;0.02186413927707587;2.0663701994271833e-05;5;0.2350471372607458;0.1450100073287088
tempSD AU09_r AU15_r AU01_r bvpSD;0.1900251321548164;0.028059662173889627;5.5430036824467733e-05;5;0.24780036439660097;0.13224989991303182
numFix AU17_r AU09_r hrMean V40;0.1899478758942026;0.03979699248533454;0.00021829503695752037;5;0.2718904334743972;0.10800531831400802
numFix tempSD AU09_r AU04_r V1;0.18993351770296815;0.030131074147437327;7.351890291259157e-05;5;0.2519738158282434;0.12789321957769287
V18 AU17_r AU01_r V30 V40;0.18986719276747535;0.008839921579512236;5.622390416599518e-07;5;0.20806871348039152;0.17166567205455918
AU17_r AU09_r AU01_r V2 meanFixDur;0.189801891119374;0.034566784703412456;0.00012637144358017158;5;0.26097537858743725;0.11862840365131079
AU09_r AU15_r AU01_r hrMean V40;0.18979901999293397;0.03889100666539483;0.00020020380466349768;5;0.2698761402478179;0.10972189973805002
numFix AU17_r AU15_r V16;0.18979485002215718;0.021445674182550292;1.9232913997538646e-05;5;0.23395178957474527;0.1456379104695691
numFix AU09_r AU15_r V5 bvpSD;0.1897918209831712;0.03715340907873722;0.00016756955733596634;5;0.26629120379097626;0.11329243817536615
numFix AU17_r AU01_r V1;0.1897862190241572;0.024176699743631538;3.092940855688152e-05;5;0.2395663779537962;0.14000606009451821
AU17_r AU09_r AU01_r bvpMean hrMean;0.18975746898481885;0.023361495491183958;2.701856501127711e-05;5;0.23785911109134814;0.14165582687828956
AU17_r tempSD AU15_r AU01_r infoProcess;0.18972963301310503;0.026808959938036708;4.658933980771296e-05;5;0.24492965206472647;0.13452961396148358
AU09_r AU15_r AU01_r bvpMean bvpSD;0.18972581688190523;0.0294875269620709;6.782176923637113e-05;5;0.2504410424577437;0.1290105913060668
V18 AU17_r tempSD V5 V16;0.18969456794031042;0.03073726617892132;7.990428346743733e-05;5;0.25298302383687554;0.12640611204374533
numFix AU17_r AU01_r V30 V5;0.1896473201096017;0.02399169073790762;3.0090329666214928e-05;5;0.23904654293935895;0.14024809727984444
numFix tempSD AU15_r AU01_r V1;0.1896381935960998;0.029225312510253572;6.559724190368726e-05;5;0.2498135159914575;0.12946287120074207
V18 AU17_r tempSD V1 V16;0.1895901004688793;0.03193887392569194;9.309785058781503e-05;5;0.2553526833240291;0.12382751761372951
